title,artist,mood,lyrics
The Boogie,Outasight,non-romance,Ladies and Gentlemen Report to the Dance Floor! Report to the Dance Floor!   I feel like gettin' crazy Do you feel the same? Let go of your problems baby And come and dance with me No sense in going home now Staying out all night Got the club blowin up Like a stick of dynamite Step to the left Two steps to the right Throw your hands up Wave em side to side Step to the front Now two steps to the back  Do a 360  Everybody clap clap clap clap clap   Jump jump!  Jump jump!  Jump jump! Jump jump!  Jump jump!  Jump jump!  Jump Jump Boogie! Boogie!   Keep playin' the music DJ Ain't no time to chill Whole building goin' crazy Nobody standin' still   Step to the left Two steps to the right Throw your hands up Wave em side to side Step to the front Now two steps to the back  Do a 360  Everybody clap clap clap clap clap You might also like Jump jump!  Jump jump!  Jump jump! Jump jump!  Jump jump!  Jump jump!  Jump Jump Boogie! Boogie! Boogie!   Everyone catch your breath We gonna do this dance one more time. Y'all ready? Let's Go!   Step to the left  Two steps to the right  Throw your hands up  Wave em side to side  Step to the front  Now two steps back  Do a 360  Everybody clap clap clap clap clap   Jump jump!  Jump jump!  Jump jump!  Jump jump!  Jump jump!  Jump jump!  Boogie!Embed
Wii Tennis,Splash Daddy,non-romance,"Damn, I have no socks. Damn, where are my socks? I'm always fucking late 'cause I smoke a lot If we had a date, yeah, I'm sorry, I forgot Twenty minutes late, pullin' up to my job Yeah, I smoke a joint just to roll a fucking blunt Yeah, I'm rocking camo pants but I ain't tryna hunt I-I haven't done my laundry in about a month It-it's okay, I'd buy a whole new outfit just to stunt Wai-wait you hate on me but at my show you're in the front? Hold up, you're fake, hold up you're done  Pull up in Corolla, purple drank, but it's soda Stack it up just like this shit be pagoda Bitch, I sense your fakeness like I'm motherfuckin' Yoda Like I'm Yoda, ayy, yuh, like I'm Yoda I can't fuck with you 'cause you don't fuck with me, ayy You and your crew full of jealousy, ayy I be so hot, hot just like some tea, ayy Feelin' like the best playing tennis on the Wii On the Wii Got these motherfuckin' Nikes on my feet, ayy I got the recipe I cook like Lil B, ayy Watch me get it, ayy, yuh, you will see, ayy, yuh, you will see Playing tennis on the Wii Watch me fuckin' get it You will see, ayy, you will see Playing tennis on the Wii   Pull up in Corolla, purple drank but it's soda Stack it up just like this shit be pagoda Bitch, I sense your fakeness like I'm motherfuckin' Yoda Like I'm Yoda, ayy, yuh, like I'm Yoda Pull up in Corolla, purple drank but it's soda Stack it up just like this shit be pagoda Bitch, I sense your fakeness like I'm motherfuckin' Yoda Like I'm Yoda, ayy, yuh, like I'm Yoda I can't fuck with you 'cause you don't fuck with me, ayy You and your crew full of jealousy, ayy I be so hot, hot just like some tea, ayy Feelin' like the best playing tennis on the WiiYou might also like16Embed"
"Masquerade (feat. Kiernan Shipka, Ross Lynch, Lucy Davis, Jaz Sinclair, Tati Gabrielle, Leatherwood & Miranda Otto)",Cast of Chilling Adventures of Sabrina,non-romance,"LyricsMasquerade! Paper faces on parade Masquerade! Hide your face, so the world will never find you!  Masquerade! Every face a different shade Masquerade! Look around—there's another mask behind you!  Flash of mauve... Splash of puce... Fool and king... Ghoul and goose... Green and black... Queen and priest... Trace of rouge... Face of beast... Faces... Take your turn, take a ride On the merry-go-round in an inhuman race  Thigh of blue... True is false... Who is who...? Curl of lip... Swirl of gown... Ace of hearts... Face of clown...  Faces... Drink it in, drink it up Till you've drowned In the light, in the sound...   But who can name the face?   Masquerade! Grinning yellows Spinning reds... Masquerade! Take your fill—let the spectacle astound you! You might also likeMasquerade! Burning glances Turning heads... Masquerade! Stop and stare at the sea of smiles around you!  Masquerade! Seething shadows, breathing lies... Masquerade! You can fool any friend who ever knew you!2Embed"
all the good girls go to hell,Billie Eilish,non-romance,"My Lucifer is lonely   Standing there, killing time Can't commit to anything but a crime Peter's on vacation, an open invitation Animals, evidence Pearly Gates look more like a picket fence Once you get inside 'em Got friends but can't invite them  Hills burn in California My turn to ignore ya Don't say I didn't warn ya   All the good girls go to Hell 'Cause even God herself has enemies And once the water starts to rise And Heaven's out of sight She'll want the Devil on her team   My Lucifer is lonely  Look at you needing me You know I'm not your friend without some greenery Walk in wearin' fetters Peter should know better Your cover up is caving in Man is such a fool, why are we saving him? Poisoning themselves now Begging for our help, wow  Hills burn in California My turn to ignore ya Don't say I didn't warn ya You might also like All the good girls go to Hell  'Cause even God herself  has enemies And once the water starts to rise  And Heaven's out of sight She'll want the Devil on her team   My Lucifer is lonely There's nothing left to save now My god is gonna owe me There's nothing left to save now   Haha! I cannot do the snowflake120Embed"
Balance ton quoi,Angèle,non-romance,"  Ils parlent tous comme des animaux, de toutes les chattes ça parle mal 2018, j'sais pas c'qui t'faut mais je suis plus qu'un animal J'ai vu qu'le rap est à la mode et qu'il marche mieux quand il est sale Bah faudrait p't'être casser les codes, une fille qui l'ouvre, ça s'rait normal   Balance ton quoi Même si tu parles mal des filles, je sais qu'au fond, t'as compris Balance ton quoi Un jour peut-être ça changera, balance ton quoi  Donc laisse-moi te chanter D'aller te faire en-, hmm, hmm-hmm, hmm Ouais, j'passerai pas à la radio Parce que mes mots sont pas très beaux   Les gens me disent à demi-mot : ""Pour une fille belle t'es pas si bête Pour une fille drôle, t'es pas si laide Tes parents et ton frère, ça aide"" Oh, tu parles de moi ? C'est quoi ton problème ? J'ai écrit rien qu'pour toi le plus beau des poèmes   Laisse-moi te chanter D'aller te faire en-, hmm, hmm-hmm, hmm Ouais, j's'rai polie pour la télé Mais va te faire en-, hmm, hmm-hmm, hmm Balance ton quoi Balance ton quoi Balance ton quoi   Un jour, peut-être, ça changera Y'a plus d'respect dans la rue, tu sais très bien quand t'abuses Balance ton quoi Balance ton quoi You might also like Laisse-moi te chanter D'aller te faire en-, hmm, hmm-hmm, hmm Ouais, j'passerai pas à la radio Parce que mes mots sont pas très beaux Laisse-moi te chanter D'aller te faire en-, hmm, hmm-hmm, hmm Ouais, j's'rai polie pour la télé Mais va te faire en-, hmm, hmm-hmm, hmm Balance ton quoi Balance ton quoi Balance ton quoi   Même si tu parles mal des filles Je sais qu'au fond t'as compris Balance ton quoi Un jour peut-être ça changera Balance ton quoi17Embed"
Okay,Chase Atlantic,non-romance,"Yeah, positively thinking got me reaching out Positive I'm blinking but I don’t know how Positive an oxy just went in my mouth Positive I'll die tonight, no fucking doubt   Okay, okay, dirty habits well you Don't say, you don't say, I got dirty in my own veins, Cobain Tryna' stop me, I'm like no way, no way, yeah  Baby, pass the bottle quit with all the stallin' Make sure if I'm breathing, I've been Addy rollin' Catatonic, speedin' like this shit was stolen  You wouldn't believe this even if you saw it  Billie Jean, I'm dancing on my own shit  Narcolepsy, you know how it goes shit  Ask me how I'm doing, yeah, I'm coping I said, ""I'm coping""    Okay, okay, dirty habits well you Don't say, you don't say, I got dirty in my own veins, Cobain Tryna' stop me, I'm like no way, no way All I know is okay, okay Tryna' fuck me I'm like okay, okay Pop another I'm like okay, woah, okay Psychopathic but it's okay, okay, yeah    I can feel it in my brain Hit the tongue, watch it dissolve, just take a taste, yeah She gon' make decisions either way I swear ever since I hit it, I ain't ever been the same, yeah You might also like Okay, okay, dirty habits well you Don't say, you don't say I got dirty in my own veins, Cobain Tryna' stop me, I'm like no way, no way All I know is okay, okay Tryna' fuck me I'm like okay, okay Pop another I'm like okay, okay Psychopathic but it's okay, okay, yeah20Embed"
Cool,Jonas Brothers,non-romance,"I'm feeling so cool From top to the bottom, just cool Every little thing that I do Well, dammit, I'm feelin' so cool, yeah   Woke up feelin' like a new James Dean I comb my hair like an old school scene I'm feelin' high like a late night summer of last year  Standin' there with the red dress on ya A Killer Queen like a young Jane Fonda Is it me or am I just havin' a good year?  Lately, I've been feelin' so cool  Top to the bottom, just cool  Every little thing that I do  Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool It's like, ooh , maybe I should bottle my moves  Sell 'em for a dollar or two  Dammit, I'm feeling so coo-oo-oo-oo-oo-ool    Must've done something right 'cause all these Lights are green, man, they look like palm trees And every time that song comes on it's about me Oh, I feel like Post Malone when I get home Sittin' there, winning like it's Game of Thrones And now that we've made it, how complicated was last year?   Lately, I've been feelin' so cool  Top to the bottom, just cool  Every little thing that I do  Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool It's like, ooh , maybe I should bottle my moves  Sell 'em for a dollar or two  'Cause dammit, I'm feeling so coo-oo-oo-oo-oo-ool  You might also like Woke up feelin' like a new James Dean I comb my hair like an old school scene When I grow up, I wanna be just like me   Lately, I've been feelin' so cool  Top to the bottom, just cool  Every little thing that I do  Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool It's like, ooh , maybe I should bottle my moves  Sell 'em for a dollar or two  'Cause dammit, I'm feeling so coo-oo-oo-oo-oo-ool   Cool23Embed"
Good Time,Owl City,non-romance,"Hmm-mmm-mmm Woah-oh-oh-oh It's always a good time Woah-oh-oh-oh It's always a good time   Woke up on the right side of the bed What's up with this Prince song inside my head? Hands up, if you're down to get down tonight  'Cause it's always a good time Slept in all my clothes, like I didn't care Hopped into a cab, take me anywhere I'm in if you're down to get down tonight 'Cause it's always a good time  Good morning and goodnight I wake up at twilight It's gonna be alright We don't even have to try, it's always a good time    Woah-oh-oh-oh, oh-oh-oh Woah-oh-oh-oh It's always a good time Woah-oh-oh-oh, oh-oh-oh We don't even have to try, it's always a good time     Freaked out, dropped my phone in the pool again Checked out of my room, hit the ATM Let's hang out, if you're down to get down tonight 'Cause it's always a good time   Good morning and goodnight I wake up at twilight It's gonna be alright We don't even have to try, it's always a good time  You might also like Woah-oh-oh-oh, oh-oh-oh Woah-oh-oh-oh It's always a good time Woah-oh-oh-oh, oh-oh-oh We don't even have to try, it's always a good time Woah-oh-oh-oh, oh-oh-oh Woah-oh-oh-oh It's always a good time Woah-oh-oh-oh, oh-oh-oh We don't even have to try, it's always a good time   Doesn't matter when It's always a good time then Doesn't matter where It's always a good time there Doesn't matter when It's always a good time then    Woah-oh-oh-oh, oh-oh-oh Woah-oh-oh-oh It's always a good time Woah-oh-oh-oh, oh-oh-oh We don't even have to try, it's always a good time Woah-oh-oh-oh, oh-oh-oh  Woah-oh-oh-oh It's always a good time Woah-oh-oh-oh, oh-oh-oh  We don't even have to try, it's always a good time  Woah-oh-oh-oh, oh-oh-oh Woah-oh-oh It's always a good time Woah-oh-oh-oh, oh-oh-oh24Embed"
Demons,Imagine Dragons,non-romance,"When the days are cold and the cards all fold And the saints we see are all made of gold When your dreams all fail and the ones we hail Are the worst of all, and the blood's run stale   I wanna hide the truth, I wanna shelter you But with the beast inside, there's nowhere we can hide No matter what we breed, we still are made of greed This is my kingdom come, this is my kingdom come  When you feel my heat, look into my eyes It's where my demons hide, it's where my demons hide Don't get too close; it's dark inside It's where my demons hide, it's where my demons hide   At the curtain's call it's the last of all When the lights fade out, all the sinners crawl So they dug your grave and the masquerade Will come calling out at the mess you've made   Don't wanna let you down, but I am hell-bound Though this is all for you, don't wanna hide the truth No matter what we breed, we still are made of greed This is my kingdom come, this is my kingdom come   When you feel my heat, look into my eyes It's where my demons hide, it's where my demons hide Don't get too close; it's dark inside It's where my demons hide, it's where my demons hide   They say it's what you make, I say it's up to fate It's woven in my soul, I need to let you go Your eyes, they shine so bright, I wanna save that light I can't escape this now, unless you show me how You might also like When you feel my heat, look into my eyes It's where my demons hide, it's where my demons hide Don't get too close; it's dark inside It's where my demons hide, it's where my demons hide396Embed"
It's Time,Imagine Dragons,non-romance,"So this is what you meant When you said that you were spent And now it's time to build from the bottom of the pit Right to the top Don't hold back Packing my bags and giving the academy a rain check   I don't ever wanna let you down I don't ever wanna leave this town 'Cause after all This city never sleeps at night  It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now don't you understand? That I'm never changing who I am   So this is where you fell And I am left to sell The path to heaven runs through miles of clouded hell Right to the top Don't look back Turn in the rags and giving the commodities a rain check   I don't ever wanna let you down I don't ever wanna leave this town 'Cause after all This city never sleeps at night   It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now don't you understand? That I'm never changing who I am It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now don't you understand? That I'm never changing who I am You might also like This road never looked so lonely This house doesn't burn down slowly To ashes, to ashes   It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now don't you understand? That I'm never changing who I am It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now don't you understand? That I'm never changing who I am102Embed"
I Cry,Flo Rida,non-romance,"I know Caught up in the middle I cry, just a little When I think of letting go Oh no Gave up on the riddle I cry, just a little When I think of letting go   I know you wanna get behind the wheel, but only one Rida Eyes shut, still got me swimming like a diver Can't let go, I got fans in Okinawa My heart to Japan, quake losers and survivors Norway, no, you didn't get my flowers No way to say it better, but the killer was a Coward Face just showered, the minute in a hour Heard about the news, whole day went sour Lil mama got me feeling like a lemon-head Put you in the box just as poisonous as cigarettes Give 'em my regards or regardless I get arrested Ain't worried about the killers, just the young and restless Getting mad cause the quarter million on my necklace DUI never said I was driving reckless You and I know that jealously is not impressive Oh no, I can't stop, I was destined  I know Caught up in the middle I cry, just a little When I think of letting go Oh no Gave up on the riddle I cry, just a little When I think of letting go I know Caught up in the middle I cry, just a little When I think of letting go Oh no Gave up on the riddle I cry, just a little When I think of letting go   Champagne buckets still got two tears in it And I put that on my tattoo of Jimi Hendrix Get the pressed leather outfit all in it 'Cause the press tell it all get a meal ticket Clean next, get a call, just a lil visit Sacrifice just to make a hit still vivid Reality stressed when you're blessed, just kill critics Buggatti never meant I'm rich, just God-fearing Look at me steering, got the bossing staring Got a good feeling, Mr. Mike Caren Tell his Billie Jeans, I'm on another planet Thank E-Class, Big Chuck or Lee Prince Perries Buy my momma chandeliers on my tears, dammit Thirty years you had thought these emotions vanish Tryna live, tryna figure how your sister vanish No cheers, I know you wouldn't panic You might also like I know Caught up in the middle I cry, just a little When I think of letting go Oh no Gave up on the riddle I cry, just a little When I think of letting go I know Caught up in the middle I cry, just a little When I think of letting go Oh no Gave up on the riddle I cry, just a little When I think of letting go   When I need a healing, I just look up to the ceiling I see the sun coming down, I know it's all better now When I need a healing, I just look up to the ceiling I see the sun coming down, I know it's all better now When I need a healing, I just look up to the ceiling I see the sun coming down I know it's all better now When I need a healing, I just look up to the ceiling I see the sun coming down, I know it's all better now  I know I know I know I know I, I, I, I I think of letting go, go, go  I know Caught up in the middle I cry, just a little When I think of letting go Oh no Gave up on the riddle I cry, just a little When I think of letting go I know Caught up in the middle I cry, just a little When I think of letting go Oh no Gave up on the riddle I cry, just a little When I think of letting go15Embed"
comethru,Jeremy Zucker,non-romance,"I might lose my mind Waking when the sun's down Riding all these highs Waiting for the comedown Walk these streets with me I'm doing decently Just glad that I can breathe, yeah   I'm trying to realize It's alright to not be fine on your own  Now I'm shaking, drinking all this coffee These last few weeks have been exhausting I'm lost in my imagination And there's one thing that I need from you   Can you come through, through Through, yeah And there's one thing that I need from you Can you come through?   Ain't got much to do Too old for my hometown Went to bed at noon Couldn't put my phone down Scrolling patiently It's all the same to me Just faces on a screen, yeah   I'm trying to realize It's alright to not be fine on your own   Now I'm shaking, drinking all this coffee These last few weeks have been exhausting I'm lost in my imagination And there's one thing that I need from you You might also like Can you come through, through Through, yeah And there's one thing that I need from you Can you come through, through Through, yeah And there's one thing that I need from you Can you come through?41Embed"
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,non-romance,"Ah-ah, oh-oh Ah-ah, oh-oh, oh-oh Into the unknown Into the unknown Into the unknown Ah-ah, oh-oh   I can hear you but I won't Some look for trouble While others don't There's a thousand reasons I should go about my day And ignore your whispers Which I wish would go away, oh-oh-oh Whoa-oh  You're not a voice You're just a ringing in my ear And if I heard you, which I don't I'm spoken for, I fear Everyone I've ever loved is here within these walls I'm sorry, secret siren, but I'm blocking out your calls I've had my adventure, I don't need something new I'm afraid of what I'm risking if I follow you   Into the unknown Into the unknown Into the unknown   Ah-ah, oh-oh Ah-ah, oh-oh, oh-oh   What do you want? 'Cause you've been keeping me awake Are you here to distract me so I make a big mistake? Or are you someone out there who's a little bit like me? Who knows deep down I'm not where I'm meant to be? Every day's a little harder as I feel your power grow Don't you know there's part of me that longs to go You might also like Into the unknown? Into the unknown Into the unknown   Ah-ah, oh-oh Ah-ah, oh-oh, oh-oh    Are you out there? Do you know me? Can you feel me? Can you show me? Ah-ah, oh-oh Ah-ah, oh-oh Ah-ah, oh-oh  Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh   Where are you going? Don't leave me alone How do I follow you Into the unknown? Woo!8Embed"
Hard Times,Paramore,non-romance,"One, two   All that I want Is to wake up fine Tell me that I'm alright That I ain't gonna die All that I want Is a hole in the ground You can tell me when it's alright For me to come out  Hard times Gonna make you wonder why you even try Hard times Gonna take you down and laugh when you cry These lives And I still don't know how I even survive Hard times, hard times And I gotta get to rock bottom    Walking around With my little rain cloud Hangin' over my head And it ain't coming down Where do I go? Give me some sort of sign You hit me with lightning Maybe I'll come alive   Hard times Gonna make you wonder why you even try Hard times Gonna take you down and laugh when you cry These lives And I still don't know how I even survive Hard times, hard times And I gotta hit rock bottom  You might also like Tell my friends I'm coming down We'll kick it when I hit the ground Tell my friends I'm coming down We'll kick it when I hit the ground When I hit the ground When I hit the ground When I hit the ground When I hit the ground   Hard times Gonna make you wonder why you even try Hard times Gonna take you down and laugh when you cry These lives And I still don't know how I even survive Hard times , hard times  Hard times Gonna make you wonder why you even try Hard times Gonna take you down and laugh when you cry These lives And I still don't know how I even survive Hard times , hard times  Hard times Makes you wonder why you even try Makes you wonder why you even try Makes you wonder why you even try Makes you wonder Hard times Still don't know how I even survive Still don't know how I even survive Still don't know how I even survive Still don't know how I survive And I gotta get to rock bottom 78Embed"
Boss Bitch,Doja Cat,non-romance,"Mmm I ain't tryna  I ain't tryna I ain't tryna   Yeah, ain't tryna be cool like you Wobblin' around in your high heel shoes I'm clumsy, made friends with the floor Two for one, you know a bitch buy four And two left feet, you know I always drop First thing a girl did was a bop I'm the whole damn cake and the cherry on top Shook up the bottle, made a good girl pop  You ain't even here to party Ken in the club, tryna pipe a Barbie I don't wanna go, go, go with the flow Backbend 'til I touch my toes I don't wanna row, row, row the boat Wrist full of rocks and I hope I float Big up yourself 'cause you know they don't I chew, chew, chew, 'cause they hope I choke   I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss   Said bitch, I'm the after, you been the before I been the stallion, you been the seahorse Don't need a report, don't need a press run All of my bad pics been all my best ones I wear the hat and I wear the pants I am advanced, so I get advance And I do my dance and cancel the plans Said boo, don't be mad 'cause you had the chance You might also like Drop, said I took it and I ran for it I won it, then I stand on it Money on the floor when we dance on it Shine bright, let them put a tan on it Said I took it and I ran for it I won it, then I stand on it Money on the floor when we dance on it Shine bright, let them put a tan on it like   I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss   Rrrr, ah, ah, ah I'm a bitch , I'm a boss  I'm a bitch , I'm a boss  I'm a bitch , I'm a boss  I'm a bitch and a boss, I'ma shine like gloss  I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss I'm a bitch, I'm a boss I'm a bitch and a boss, I'ma shine like gloss49Embed"
Danger,Jucee Froot,non-romance,"Danger, danger Woo, woo Danger, danger Uh-huh, uh-huh, alright Danger, danger Woo, woo Danger, danger   I'm about to have a beastie  I just wan' fuck up and go crazy  Machete, nines and extended clips  Let's start a fire with a cigarette  I'm crazy, bitch  But I'm that bitch  I do not kiss no ass, but I ass kick Startin' to riot, my bitches don't riot We gettin' loud like it's tryna fight Break up a jaw, crack up a spine Sendin' back shots like I'm hittin' from behind I want the war with them hoes Walk up right on 'em but hit with the scope  It's a all girls party and no boys can come  Danger, danger, ring the alarm It's a all girls party and no boys can come, yeah Danger, danger, ring the alarm This a all girls party and no boys can come   Stay outta my way I whip foreign on highways  Hot, cold like icy  Don't look at me sideways  Light up like it Broadway Yeah, I'm next like Friday They been waitin' for the switch up I make waves, don't ride waves I like designer to dress up Pretty, no makeup, no mess up They told me, “Shut up or get up” Now, uh-uh, they stut' like hiccups Hands up, no stick up  Ran my bands up, how you gon' drip up? Broke down, now I'm built up  Even if I get knocked, I ain't never gon' give up All this talkin' never phase me  They all gon' say that I'm crazy Y'all be drinkin' like the Navy Rock-a-bye you like a baby You might also like It's a all girls party and no boys can come  Danger, danger, ring the alarm It's a all girls party and no boys can come, yeah Danger, danger, ring the alarm This a all girls party and no boys can come   Danger, danger Woo, woo Danger, danger Danger, danger Woo, woo Danger, danger   Who's ready, ready, ready, ready, ready, ready? Who's ready, ready, ready, ready, ready, ready? Who's ready, ready, ready, ready, ready, ready? Who's ready, ready, ready, ready, ready, ready?Embed"
Two 10s,Quinn XCII,non-romance,"I hear the rumors outside Decide to not call your bluff It's time to delegate wise Is what we have planned enough? I’m saying, saying It's no problem, come over later My folks are not persistent But who's got the dead presidents? ’Cause mine remain nonexistent  All my friends are conversating Waiting at the front door patiently I still gotta ask one favor   Can I get a twenty for a real good time? Two tens, I'm not tryna go crazy Give you my honesty that I won't do lines But I can't speak for Stacy I'll call you, I'll call you, oh, the second that I get there I don't want you calling other parents because you're scared Listen, I just need a twenty for a real good time Two tens, I’m not tryna go crazy   Stop staring right through the window You’re gonna cause a stir My parents might get upset And not let us leave the 'burbs So give me two seconds, let me sweet talk ’em This shouldn't last more than a minute But if they ask, ""Son, where is it you're going?"" My night may as well be finished   All my friends are conversating Waiting at the front door patiently I still gotta ask one favor You might also like Can I get a twenty for a real good time? Two tens, I'm not tryna go crazy Give you my honesty that I won’t do lines But I can't speak for Stacy I'll call you, I'll call you, oh, the second that I get there I don't want you calling other parents because you're scared Listen, I just need a twenty for a real good time Two tens, I'm not tryna go crazy   Don't you run from me I'll be back around 10:30 It's not that easy Okay, I gotta go, don't worry You're too young to see All my friends are in a hurry Nothing's ever free   Can I get a twenty for a real good time? Two tens, I'm not tryna go crazy Give you my honesty that I won't do lines But I can't speak for Stacy I'll call you, I'll call you, oh, the second that I get there I don't want you calling other parents because you're scared Listen, I just need a twenty for a real good time Two tens, I'm not tryna go crazy  La-la-la-la La-la-la La-la, hoo La-la-la La-la-la-la La-la-la La-la, ooh La-la-laEmbed"
Campus,Bastille,non-romance,"Just another brain on the campus Just another man in the field Just another tall pile of papers Making it crowded in here Someone else's work in your thesis Someone else's words in your mouth Someone else's hard work and research Taking you up in the world   Oh, never leave me out I'm standing by the sidelines Oh, never leave me out I'm standing by  I watch it all from afar Heaven, help me I watch it all fall apart Heaven, help me Help me, help me, help me, help me I watch it all from afar Heaven, help me   Just another brain on the campus Just another set of ideas Just another theory in motion Waiting there for you to steal It must be so lonely, knowing what you know Man, it must be lonely, keeping it on the low   Oh, never leave me out I'm standing by the sidelines Oh, never leave me out I'm standing by   I watch it all from afar Heaven, help me I watch it all fall apart Heaven help me Help me, help me, help me, help me I watch it all from afar Heaven, help me You might also like I watch it all from afar Heaven, help me I watch it all fall apart Heaven, help me Help me, help me, help me, help me I watch it all fall apart Heaven, help me75Embed"
XS,Rina Sawayama,non-romance,"More   Hey, I want it all, don't have to choose And when the heart wants what it wants, what can I do? So I'll take that one, that one, yeah, that one too Luxury and opulence   Cartiers and Tesla Xs Calabasas, I deserve it Call me crazy, call me selfish I'm the baddest and I'm worth it  Gimme just a little bit , little bit of  Oh me, oh my I don't wanna hear , only want a  Oh me, oh my Gimme just a little bit  Oh me, oh my Gimme just a little bit , little bit of  Gimme just a little bit , little bit of  Oh me, oh my I don't wanna hear , only want a  Oh me, oh my Gimme just a little bit  Oh me, oh my Gimme just a little bit , little bit of    Flex, when all that's left is immaterial And the price we paid is unbelievable And I'm taking in as much as I can hold Well, here are the things you'll never know   Make me less so I want more  Bought a zip code at the mall Call me crazy, call me selfish Say I'm neither, would you believe her? You might also like Gimme just a little bit , little bit of  Oh me, oh my I don't wanna hear , only want a  Oh me, oh my Gimme just a little bit  Oh me, oh my Gimme just a little bit , little bit of    Oh me, oh my, where did it go awry? When all this time, heaven was in our eyes So, say goodnight, forget about it 'til the end of time Yeah, I want more, more, more, more, more More, more, more, more, more   Gimme just a little bit , little bit of  Oh me, oh my I don't wanna hear , only want a  Oh me, oh my Gimme just a little bit Oh me, oh my Gimme just a little bit , little bit of   Gimme just a little bit, little bit of  Oh me, oh my I don't wanna hear , only want a   Oh me, oh my Gimme just a little bit  Oh me, oh my Gimme just a little bit, little bit of   Bit more  A little bit more  A little bit more  More, yeah, yeah31Embed"
Idk,Bruce Wiegner,non-romance,"I just wanna find a way to get out of my mind Craving validation from some people I don’t like I don’t know them, so why am I caring so much? I don’t know   Started when I was 15, some friends went and ditched me It manifested itself into an insecurity That I just wasn’t good enough Or maybe that's how it always was I don’t know Then when I was 21, I flew out to Cali I met with a booking agent east side of the valley But I took it way too personal when I never heard back from him Why do I care so much?  I just wanna find a way to get out of my mind Craving validation from some people I don’t like I don’t know them, so why am I caring so much? I don’t know I just wanna find a way to get out of my mind Craving validation from some people I don’t like I don’t know them, so why am I caring so much? I don’t know   Scared to post on the internet Overthink every comment My brain can find a negative in any compliment I’m still trying to fix it How much time will it take me? I don’t know   Wanna be done with the “I’m not good enough” Sick of writing about “I’m not good enough” Getting pretty dark, but I’m not giving up Gotta figure it, gotta figure it out 'cause Gotta figure it out 'cause I gotta make a change Get out of my way You might also like I just wanna find a way to get out of my mind Craving validation from some people I don’t like I don’t know them, so why am I caring so much? I don’t know   I just wanna find a way to get out of my mind Craving validation from some people I don’t like I don’t know them, so why am I caring so much? I don’t know   Wanna be done with the “I’m not good enough” Sick of writing about “I’m not good enough” Getting pretty dark, but I’m not giving up Gotta figure it, gotta figure it out 'cause Gotta figure it out 'cause I gotta make a change Get out of my way   I just wanna find a way to get out of my mind Craving validation from some people I don’t like I don’t know them, so why am I caring so much? I don’t know  I just wanna find a way to get out of my mind Craving validation from some people I don’t like I don’t know them, so why am I caring so much? I don’t know   I don't know I don't know Gotta make a change Get out of my way1Embed"
The Great Escape,Boys Like Girls,non-romance,"Paper bags and plastic hearts All are belongings in shopping carts It's goodbye But we got one more night Let's get drunk and ride around And make peace with an empty town We can make it right   Throw it away Forget yesterday We'll make the great escape And we won't hear a word they say They don't know us anyway Watch it burn Let it die 'Cause we are finally free tonight  Tonight will change our lives It's so good to be by your side, but we'll cry We won't give up the fight We'll scream loud at the top of our lungs And they'll think it's just 'cause we're young And we'll feel so alive   Throw it away Forget yesterday We'll make the great escape And we won't hear a word they say They don't know us anyway Watch it burn Let it die 'Cause we are finally free tonight   All of the wasted time The hours that were left behind me Answers that we'll never find They don't mean a thing tonight   Throw it away Forget yesterday We'll make the great escape We won't hear a word they say They don't know us anyway Throw it away Forget yesterday We'll make the great escape We won't hear a word they say They don't know us anyway Throw it away Forget yesterday We'll make the great escape We won't hear a word they say They don't know us anyway You might also like Watch it burn Let it die 'Cause we are finally free tonight8Embed"
