title,artist,mood,lyrics
"10,000 Hours (with Justin Bieber)",Dan + Shay,in love,"LyricsTravis Scott - HIGHEST IN THE ROOM Camila Cabello - Cry for Me Dan + Shay - 10,000 Hours  Ali Gatie - Used to You Lauv - Sims Summer Walker - Come Thru  Charlie Puth - Cheating on You Niall Horan - Nice To Meet Ya Dermot Kennedy - All My Friends Halsey - clementine Doja Cat - Bottom Bitch Chris Brown - Overtime SuperM - Jopping YK Osiris - Ride  Gucci Mane - Big Booty  Sabrina Claudio - Rumors  Russ - OLD DAYS Surfaces - Good Day Juice WRLD - Bandit  Pia Mia - Don't Get Me Started CHVRCHES - Death Stranding King Princess - Hit the Back FINNEAS - Lost My Mind Tom Walker - Better Half of Me Carly Rae Jepsen - Don't Speak - Recorded At Spotify Studios NYC Lost Frequencies - Beat of My Heart 88rising - These Nights Wale - Love & Loyalty  Majid Jordan - Superstar Jessie Reyez - Far Away Angel Olsen - New Love Cassette bülow - Own Me Kim Petras - There Will Be Blood X Lovers - Play Your Game Peach Tree Rascals - Mango Carly Rose - getaway car Silver Sphere - boys r dumb! duh! JUMEX - SPRAYPAINT Highly Suspect - Tokyo Ghoul  DeathbyRomy - Problems Danny Brown - uknowhatimsayin¿ Pop Smoke - War Quin Nfn - Hold You Down Mike Posner - Legacy R.LUM.R - Lonely Rema - Spaceship Jocelyn Party Pupils - One Two Things  Monsta X - SOMEONE'S SOMEONE David Guetta - Jump BlocBoy JB - ChopBloc 2  Kid Ink - Randy Mo$$ Guapdad 4000 - Gucci Pajamas  Abraham Mateo - ¿Qué Ha Pasao'? Kat Saul - I Love To Hate You Barrie - Drag DIIV - Like Before You Were Born Skegss - Save It For The Weekend Wilco - Everyone Hides The Avett Brothers - Tell The Truth Maddie & Tae - Everywhere I'm Goin' ayokay - Dear Luca MIKA - Ready To Call This Love Melii - Nena Kash Doll - Mobb'n Fabolous - Choosy  Big Gigantic - Where I Wanna Be Gesaffelstein - ORCK ARTY - Daydreams Anthony Ramos - Mind Over Matter Jesse & Joy - Tanto Diana Gordon - Becoming Justin Rarri - TREESHA Take A Daytrip - Louis  Claud - Want To Maisie Peters - Adore You VOILÀ - Water City and Colour - Difficult Love Ama Lou - NORTHSIDE T.R.U. - Shoot It Out  Dave East - Alone  Jelani Aryeh - Jetfuel gnash - forgive Isaac Dunbar - body Big Thief - Forgotten Eyes Liza Anne - Devotion Niko Moon - WAY BACK Brantley Gilbert - Fire & Brimstone Third Eye Blind - The Kids Are Coming  Jackson Penn - My Girl Jez Dior - On My Own Healy - Tucson Ant Clemons - 4 Letter Word WizKid - Joro Godfather of Harlem - Cross the Path  Peewee Longway - Long Money KIDDO - Dead Alive BANNERS - No One Knows Us The Who - All This Music Must FadeEmbed"
dancing in the kitchen,LANY,in love,"City lights looking like ice underneath the stars Beautiful, but I'd rather be right here where we are Go and tell your friends, we're running late again What you think? Pour another drink and call off the car   I could spend a thousand nights right here inside this room   Mhm, swear the only one I want is you And it doesn't matter what we do We could have nothing at all and it'd still feel like nothing's missing Now we're moving like we're on the moon Dom Pérignon drip on our shoes We could fly around the world, but we always end up Dancing in the kitchen Dancing in the kitchen  I don't mind if this whole town goes up in flames As long as I got you with me, I'ma be okay Slide across the floor, I'm forever yours, yeah What you think? Pour another drink, put it on replay   I could spend a thousand nights right here inside this room   Mhm, swear the only one I want is you And it doesn't matter what we do We could have nothing at all and it'd still feel like nothing's missing Now we're moving like we're on the moon Dom Pérignon drip on our shoes We could fly around the world, but we always end up Dancing in the kitchen Dancing in the kitchen  Dancing in the kitchen  Dancing in the kitchen     I could spend a thousand nights right here inside this room Tell me, baby, if you feel the same way that I do   Mhm, swear the only one I want is you And it doesn't matter what we do We could have nothing at all and it'd still feel like nothing's missing Now we're moving like we're on the moon Dom Pérignon drip on our shoes We could fly around the world, but we always end up Dancing in the kitchen Dancing in the kitchen  Dancing in the kitchen  Dancing in the kitchen  You might also likeEmbed"
i wanna be your girlfriend,girl in red,in love,"Oh, Hannah, I wanna feel you close Oh, Hannah, come lie with my bones Oh, Hannah, don't look away Oh, Hannah, just look at me the same   I don't wanna be your friend, I wanna kiss your lips  I wanna kiss you until I lose my breath I don't wanna be your friend, I wanna kiss your lips  I wanna kiss you until I lose my breath  Oh Hannah, oh Hannah, oh Hannah, oh Hannah   Oh, Hannah, tell me something nice Like flowers and blue skies Oh, Hannah, I will follow you home Although my lips are blue and I'm cold   I don't wanna be your friend, I wanna kiss your lips  I wanna kiss you until I lose my breath  I don't wanna be your friend, I wanna kiss your lips  I wanna kiss you until I lose my breath   Oh Hannah, oh Hannah, oh Hannah, oh Hannah I wanna kiss you until I lose my breath I don't wanna be your friend   I don't wanna be your friend, I wanna be your bitch And I wanna touch you, but not like this The look in your eyes My hand between your thighs Oh, this can't be real It's all just a dream You might also like I don't wanna be your friend, I wanna kiss your lips  I wanna kiss you until I lose my breath    I don't wanna be your friend Lose my breath  I don't wanna be your friend Lose my breath59Embed"
Better,Khalid,in love,"Better Nothing, baby Nothing feels better I'm not really drunk, I never get that fucked up I'm not, I'm so sober   Love to see you shine in the night like the diamond you are  I'm good on the side, it's alright, just hold me in the dark  No one's gotta know what we do, hit me up when you're bored  'Cause I live down the street So we meet when you need and it's yours All I hear is...  Nothing feels better than this Nothing feels better Nothing feels better than this Nothing feels better, oh no We don't gotta hide, this is what you like I'll admit Nothing feels better than this   You say we're just friends but I swear when nobody's around  You keep my hand around your neck, we connect, are you feeling it now?  'Cause I am I got so high the other night, I swear to God, felt my feet lift the ground  Ooh, yeah Your back against the wall, this is all you've been talking about In my ears   Nothing feels better than this Nothing feels better Nothing feels better than this Nothing feels better, oh no We don't gotta hide, this is what you like I admit Nothing feels better than this You might also like Now, left, right, left, right Take it back, bring it side to side Like that, like that, ayy Ooh, now, left, right, left, right Take it back, bring it side to side Like   Nothing feels better than this Nothing feels better Nothing feels better than this Nothing feels better, oh no We don't gotta hide, this is what you like I admit Nothing feels better than this    Nothing feels better than this81Embed"
death bed (coffee for your head),Powfu,in love,"Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed   Yeah, I don't wanna fall asleep, I don't wanna pass away I been thinking of our future 'cause I'll never see those days I don't know why this has happened, but I probably deserve it I tried to do my best, but you know that I'm not perfect I been praying for forgiveness, you've been praying for my health When I leave this earth, hopin' you'll find someone else 'Cause yeah, we still young, there's so much we haven't done Getting married, start a family, watch your husband with his son I wish it could be me, but I won't make it out this bed I hope I go to heaven so I see you once again My life was kinda short, but I got so many blessings Happy you were mine, it sucks that it's all ending  Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed  Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed    I'm happy that you here with me, I'm sorry if I tear up When me and you were younger, you would always make me cheer up Taking goofy videos and walking through the park You would jump into my arms every time you heard a bark Cuddle in your sheets, sing me sound asleep And sneak out through your kitchen at exactly 1:03 Sundays, went to church, on Mondays, watched a movie Soon you'll be alone, sorry that you have to lose me   Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed You might also like Don't stay awake for too long, don't go to bed I'll make a cup of coffee for your head It'll get you up and going out of bed108Embed"
Just The Two of Us,Kauai45,in love,"I see the crystal raindrops fall And the beauty of it all Is when the sun comes shining through To make those rainbows in my mind When I think of you sometime I wanna spend some time with you   Just the two of us We can make it if we try Just the two of us Just the two of us Just the two of us Building them castles in the sky Just the two of us You and I  We look for love, no time for tears Wasted water's all that is It don't make no flowers grow, mm-mm Good things might come to those who wait Not to those who wait too late We gotta go for all we know   Just the two of us We can make it if we try Just the two of us Just the two of us Just the two of us Building castles in the sky Just the two of us You and I   Let's get together, babyYou might also likeEmbed"
CAN'T GET OVER YOU (feat. Clams Casino),Joji,in love,"LyricsHalsey - Without Me Anderson .Paak - Tints  Lil Baby, Gunna, & Drake - Never Recover 6ix9ine - STOOPID Twenty One Pilots - Morph Lady Gaga - I'll Never Love Again - Film Version Alessia Cara - Trust My Lonely Lil Pump - Multi Millionaire  Nicky Jam & Steve Aoki - Jaleo Sharon Van Etten - Comeback Kid Jack & Jack - No One Compares To You T.I. - At Least I Know Charli XCX - 1999  Joji - CAN'T GET OVER YOU  Jonas Blue - Polaroid LANY - Malibu Nights Lil Mosey - Yoppa  Sheck Wes - Kyrie WizKid - Master Groove LIVVIA - Damn Joel Adams - Fake Friends Mariah Carey - With You Ella Mai - Whatchamacallit  Jaden Smith - GOKU Pusha T - No Problem Papa Roach - Who Do You Trust? Tom Morello - Every Step That I Take  Two Feet - Back Of My Mind Eric Church - Hippie Radio Kim Petras - Close Your Eyes Xuitcasecity - Waiting For Global Dan - Poison Coheed and Cambria - The Pavilion  MAX - Worship Ivy Adara - Callgirl Tim McGraw - Neon Church For KING & COUNTRY - Fight On, Fighter Joy Williams - Canary Bantu - Remedy Emily Warren - The Point Sky Rompiendo - Aquí Estaré Willie X.O. - Comfort You Trey Songz - How Dat Sound  MadeinTYO - Outstanding K?D - Electronic Memories  AlunaGeorge - Cold Blooded Creatures Boy pablo - Feeling Lonely Marc E. Bassy - Love Her Too  The Struts - Fire - Part 1 Sigrid - Sucker Punch R.LUM.R - With My Words Maisie Peters - In My Head Leven Kali - NunWrong BAYNK - Settle Adam Daniel - Something Good Bear Grillz - TAKE OFF  Gregory Alan Isakov - San Luis Phora - For You  Amy Shark - Teenage Dirtbag  IYES - This Feeling Filous - Bicycle  Major Lazer - Loyal  Tritonal - U Found Me Bizzey - Culo Cat Power - You Get The Lumineers - Walls Mario - Goes Like That Yung Pinch - When I Get Home  Elle King - Little Bit Of Lovin' John Paul White - My Dreams Have All Come True Aly Ryan - Facetime Sam Feldt - Heaven   Justine Skye - Build Cale Dodds - What We Gonna Do About It Andrelli - Sparkles Ookay - Bad Habits Hazers - What Do We Do  RKCB - Alone with You, Pt. 2 Madeline Kenney - Perfect Shapes Fame on Fire - Count It Up Greta Van Fleet - Anthem Luke Christopher - GIRLS IN THEIR 20s Cape Lions - Crazy The Gray Havens - See You Again Max Frost - Stranger To Me Now LACES - someday is not tonight Phosphorescent - C'est La Vie No.2 GOLDHOUSE - Ruler Tchami - Shades  Kid Enigma - Dangerous TK Kravitz - Mine  TobyMac - The Elements Kurt Vile - One Trick Ponies Freedom Fry - Yeah You Thom Yorke - Has Ended Sophie Francis - Weekend Love Tommie Sunshine - Save the Rave J.S. Ondara - American Dream Jessie Ware - OvertimeEmbed"
Not Around,Nova,in love,"       Oh, she could be up Oh, she could be down But I'm not around to see her  Oh, she could be up Oh, she could be down But I'm not around to see my baby  To see my baby, to see my baby I need my lady, she thinks I'm crazy To see my baby, to see my baby I need my lady, she thinks I'm crazy   I know she wanna ride with my niggas But she can go get high but not with us I'm gonna take that ass aside then fuck with her I'm gonna get you in your thighs in the, in the,in the  How could you forgive me, babe How could you forgive me I gave you  I can get you wet instantly Know you can't forget it Baby girl I'm waiting for a minute So get here on me And I'm lonely Baby girl, you got it for me Baby girl, you know you know me Better than I know my homies 'Cause you kept it real with a nigga And now you tryna chill with these bitches And I don't ever wanna keep you with no other bitches Only mine girl, you're mine girl And I really wanna kick it, I will miss you But you're mine girl, so bye You might also like Oh, she could be up Oh, she could be down But I'm not around to see my baby Oh, she could be up Oh, she could be down But I'm not around to see my baby   To see my baby, to see my baby I need my lady, she thinks I'm crazy To see my baby, to see my baby I need my lady, she thinks I'm crazy       3Embed"
this is what falling in love feels like,JVKE,in love,"Feel like sun on my skin So this is love, I know it is I know it sounds super cliché But you make me feel some type of way This is falling, falling in love, yeah   I got a lot on my mind Got some more on my plate My baby got me looking forward to the end of the day What you say? You and me Just forget about the past, throw it in the trash What you say? You and me Live the life we never had like we're never going back  Feel like sun on my skin So this is love, I know it is I know it sounds super cliché But you make me feel some type of way This is falling, falling in love I know it sounds super cliché But you make me feel some type of way This is falling, falling in love   Yeah This is falling, falling in love Ooh, ooh This is falling, falling in loveYou might also like2Embed"
Loverboy,A-Wall,in love,"Yeah you can call me lover boy They say I throw my heart around And you can be my lover girl I'll pick you up drive you around I'll show you how to fall in love We'll be the talk of all the town Now everybody wants to be like us They getting jealous feel it now Oh wow  Kill the lights So baby close your eyes The way you're lookin' at me You got me mesmerized Something I can't escape Feel like I'm lost in space You've got that good lovin' Girl if you leave me I might throw my heart away You know my heart can't take the break Nothin' will ever be the same We'll meet again some other day Oh yeah   It's such a shame Somehow the love came to an end You started talking to a tool You're telling lies to all your friends You know damn well it should be me But I'm movin' on doing my best Now everybody whispers things 'bout us You're hearing voices in your head Can't forget   Kill the lights So baby close your eyes The way you're lookin' at me You got me mesmerized Something I can't escape Feel like I'm lost in space You've got that good lovin' Girl if you leave me I might throw my heart away You know my heart can't take the break Nothin' will ever be the same We'll meet again some other day Oh yeah, Oh yeah You might also like   Kill the lights So baby close your eyes The way you're lookin' at me You got me mesmerized Something I can't escape Feel like I'm lost in space You've got that good lovin' Girl if you leave me I might throw my heart away You know my heart can't take the break Nothin' will ever be the same We'll meet again some other day Oh yeah, Oh yeah   Kill the lights So baby close your eyes The way you're lookin' at me You got me mesmerized Something I can't escape Feel like I'm lost in space You've got that good lovin' Girl if you leave me I might throw my heart away You know my heart can't take the break Nothin' will ever be the same We'll meet again some other day18Embed"
Let's Fall in Love for the Night,FINNEAS,in love,"Let's fall in love for the night And forget in the mornin' Play me a song that you like You can bet I'll know every line I'm the boy that your boy hoped that you would avoid Don't waste your eyes on jealous guys, fuck that noise I know better than to call you mine   You need a pick me up? I'll be there in twenty-five I like to push my luck So take my hand, let's take a drive I've been livin' in the future Hopin' I might see you sooner I want you riding shotgun I knew when I got one right  Let's fall in love for the night And forget in the mornin' Play me a song that you like You can bet I'll know every line I'm the boy that your boy hoped that you would avoid Don't waste your eyes on jealous guys, fuck that noise I know better than to call you mine   I love it when you talk that nerdy shit We're in our twenties talking thirties shit We're making money but we're savin' it 'Cause talking shit is cheap and we talk a lot of it You won't stay with me, I know But you can have your way with me 'til you go And before your kisses turn into bruises, I'm a warning   Let's fall in love for the night And forget in the mornin' Play me a song that you like You can bet I'll know every line 'Cause I'm the boy that your boy hoped that you would avoid Don't waste your eyes on jealous guys, fuck that noise I know better, I know better I know better than to ever call you mineYou might also like61Embed"
Love Me Like That,Sam Kim,in love,"  I get defensive and insecure My own worst critic Behind a closing door I'm fragile and fractured, that’s for sure   I burned myself down to the ground Oh, can I ask of you to treat me soft and tender? Love me hard and true, hmm Keep my heart from building walls So high, you can't get through Treat me soft and tender  Ooh, can you love me like Can you love me like Can you love me like that? Ooh, can you love me like Can you love me like Can you love mе like that? I'll just keep repeating it In casе, you didn’t catch me Ooh, can you love me like Can you love me like Can you love me like that? Can you love me like that?   You see the world in colors I view it black and white Paint me a picture Out of the lines that I live in all of the time   Treat me soft and tender And love me hard and true I burned myself down to the ground Oh, can I ask of you to treat me soft and tender? You might also like Ooh, can you love me like Can you love me like Can you love me like that? Ooh, can you love me like Can you love me like Can you love me like that? I just keep repeating it In case, you didn’t catch me Ooh, can you love me like Can you love me like Can you love me like that?   Sunshine left today Got caught in the rain all alone Can you come and pick me up from my blues? Or am I late to ask you? Love me soft and tender   Ooh, can you love me like Can you love me like Can you love me like that? Ooh, can you love me like Can you love me like Can you love me like that? I just keep repeating it In case, you didn't catch me Ooh, can you love me like Can you love me like Can you love me like that?  Ooh, can you love me like Can you love me like Can you love me like that? Ooh, can you love me like Can you love me like Can you love me like that? I just keep repeating it In case, you didn’t catch me Ooh, can you love me like Can you love me like Can you love me like that?3Embed"
Nothin' on You (feat. Bruno Mars),B.o.B,in love,"LyricsTo honor the 25th anniversary of Billboard's Hot Rap Songs chart, we’re counting down the tally's top 100 tracks ever  Rap is a victorious genre. Having built its history on songs of overcoming the harshest of hard-knock lives, in addition to observances of all of life's nuances, rap is more than just dope beats and rhymes. Its lyrics tell stories with insights and uncommon honesty, traits that have ultimately taken the genre from niched inner-city beginnings to a longstanding place at the heart of pop culture  So it was fitting for Billboard to create a chart, in 1989, dedicated to the then-rising genre, birthed out of hip-hop. At the time, MTV's influential ""Yo! MTV Raps"" was only a few months old, and acts like Ice-T and N.W.A were not only ruling rap but beginning to enter the mainstream music conversation  While rap has evolved, there’s no denying its ever-growing power. To celebrate the 25th anniversary of the Billboard’s Hot Rap Songs chart, we’re counting down the top 100 songs in the tally’s quarter-century history. From Salt-N-Pepa to Macklemore, we've got the genre's past quarter-century covered  100. ""All of the Lights"" - Kanye West 99. ""No Lie"" - 2 Chainz feat. Drake 98. ""Aston Martin Music"" - Rick Ross feat. Drake & Chrisette Michelle 97. ""Loungin"" - LL Cool J 96. ""O.P.P."" - Naughty By Nature 95. ""Heartless"" - Kanye West 94. ""Player's Ball"" - OutKast 93. ""Holla Holla"" - Ja Rule 92. ""Left/Right"" - Drama 91. ""Call Me D-Nice"" - D-Nice 90. ""C'Mon N' Ride It "" - Quad City DJ's 89. ""Looking At The Front Door"" - Main Source 88. ""Money Maker"" - Ludacris feat. Pharrell 87. ""The Way You Move"" - OutKast feat. Sleepy Brown 86. ""Jigga My N****"" - Jay Z 85. ""Slow Motion"" - Juvenile feat. Soulja Slim 84. ""Headlines"" - Drake 83. ""Got Money"" - Lil Wayne feat. T-Pain 82. ""My Baby"" - Lil' Romeo 81. ""Lovers & Friends"" - Lil Jon & The East Side Boyz feat. Usher & Ludacris 80. ""Damn!"" - YoungBloodZ feat. Lil Jon 79. ""Whistle While You Twurk"" - Ying Yang Twins 78. "" Country Grammar"" - Nelly 77. ""Crank That "" - Soulja Boy Tellem 76. ""Jump"" - Kriss Kross 75. ""Po Pimp"" - Do Or Die feat. Twista 74. ""Dunkie Butt  - 12 Guage 73. ""Lights, Camera, Action!"" - Mr. Cheeks 72. ""I'll Do 4 U"" - Father M.C 71. ""Lookin' At Me"" - Mase feat. Puff Daddy 70. ""Independent"" - Webbie feat. Lil' Phat & Lil' Boosie 69. ""Drank In My Cup"" - Kirko Bangz 68. ""4, 5, 6"" - Sole feat. JT Money & Kandi 67. ""It Ain't My Fault 2/Somebody Like Me"" - Silkk The Shocker feat. Mystikal 66. ""Funkdafied"" - Da Brat 65. ""Rump Shaker"" - Wreckx-N-Effect 64. ""Around The Way Girl"" - LL Cool J 63. ""Callin' Me"" - Lil' Zane feat. 112 62. ""Mind Playing Tricks On Me"" - Geto Boys 61. ""Work It"" - Missy ""Misdemeanor"" Elliot 60. ""Dilemma"" - Nelly feat. Kelly Rowland 59. ""Get Money"" - Junior M.A.F.I.A 58. ""Lean Wit It, Rock Wit It"" - Dem Franchize Boyz feat. Lil Peanut & Charlay 57. ""I Got 5 On It"" - Luniz 56. ""They Want EFX"" - Das EFX 55. ""Ghetto Cowboy"" - Mo Thugs Family feat. Bone Thugs-N-Harmony 54. ""Raise Up"" - Petey Pablo 53. ""It's Goin' Down"" - Young Joc 52. ""Empire State of Mind"" - Jay Z & Alicia Keys 51. ""Da' Dip"" - Freak Nasty 50. ""Good Life"" - Kanye West feat. T-Pain 49. ""Bounce With Me"" - Lil Bow Wow feat. Xscape 48. ""Moment 4 Life"" - Nicki Minaj feat. Drake 47. ""Walk It Out"" - Unk 46. ""Nothin' On You"" - B.o.B feat. Bruno Mars 45. ""Dead and Gone"" - T.I. feat. Justin Timberlake 44. ""No Time"" - Lil' Kim feat. Puff Daddy 43. ""Right Thurr"" - Chingy 42. ""Gangnam Style"" - PSY 41. ""I'll Be Missing You"" - Puff Daddy & Faith Evans feat. 1121 40. ""Déjà Vu "" - Lord Tariq & Peter Gunz 39. ""Bedrock"" - Young Money feat. Lloyd 38. ""Lollipop"" - Lil Wayne feat. Static Major 37. ""In Da Club"" - 50 Cent 36. ""Who Dat"" - JT Money feat. Sole 35. ""One More Chance/Stay With Me"" - The Notorious B.I.G 34. ""Knockin' Boots"" - Candyman 33. ""Up Jumps Da Boogie"" - Magoo and Timbaland 32. ""I Want It All"" - Warren G. feat. Mack 10 31. ""Treat 'Em Right"" - Chubb Rock 30. ""I Like Dem Girlz"" - Lil Jon & The East Side Boyz 29. ""Dansin Wit Wolvez"" - Strik 9ine 28. ""Me So Horny"" - 2 Live Crew 27. ""Live Your Life"" - T.I. feat. Rihanna 26. ""Look At Me Now"" - Chris Brown feat. Lil Wayne & Busta Rhymes 25. ""Holy Grail"" - Jay Z feat. Justin Timberlake 24. ""I'm On One"" - DJ Khaled feat. Drake, Rick Ross & Lil Wayne 23. ""Get Low"" - Lil Jon & The East Side Boyz feat. Ying Yang Twins 22. ""Cross The Border"" - Philly's Most Wanted 21. ""Drop It Like It's Hot"" - Snoop Dogg feat. Pharrell 20. ""Lean Back"" - Terror Squad 19. ""The Phuncky Feel One/How I Could..."" - Cypress Hill 18. ""Ni**as In Paris"" - Jay Z, Kanye West 17. ""Mercy"" - Kanye West, Big Sean, Pusha T, 2 Chainz 16. ""Can't Nobody Hold Me Down"" - Puff Daddy feat. Mase 15. ""How Do U Want It/California Love"" - 2Pac feat. K-Ci and JoJo 14. ""Best I Ever Had"" - Drake 13. ""Whatever You Like"" - T.I 12. ""Low"" - Flo Rida feat. T-Pain 11. ""The Motto"" - Drake feat. Lil Wayne 10. ""The Humpty Dance"" - Digital Underground 9. ""No Hands"" - Waka Flocka Flame feat. Roscoe Dash & Wale 8. ""Big Poppa/Warning"" - The Notorious B.I.G 7. ""Flava In Ya Ear"" - Craig Mack 6. ""Gangsta's Paradise"" - Coolio feat. L.V 5. ""Expression"" - Salt-N-Pepa 4. ""Can't Hold Us"" - Macklemore & Ryan Lewis feat. Ray Dalton 3. ""Hot Boyz"" - Missy ""Misdemeanor"" Elliot feat. Nas, Eve, & Q-Tip 2. ""Tootsee Roll"" - 69 Boyz 1. ""Thrift Shop"" - Macklemore & Ryan Lewis feat. WanzYou might also likeEmbed"
Mind Games,Sickick,in love,"   There's another side that you don't know, you don't know I can't wait to get you all alone, all alone Once I'm in, there ain't no letting go, letting go Watch me turn your mind into my home   Ooh, ooh, ooh Mind-mind games until you lose control Ooh, ooh, ooh Mind-mind games, mind games, mind games  Now that I'm in, there's no letting go And your emptiness begins Once I grip onto your mind and soul Your brightness starts to dim Sin after sin you won't feel no more And you've lost your trust again I know you wish you could let me know That you're praying for an end   I can lie to you and tell you you can get me out your head But I'm lovin' all the pain I'm causing you too much instead, baby   There's another side that you don't know, you don't know I can't wait to get you all alone, all alone Once I'm in, there ain't no letting go, letting go Watch me turn your mind into my home   Ooh, ooh, ooh Mind-mind games until you lose control Ooh, ooh, ooh Mind-mind games until you lose control You might also like Bitch, you think you know me Holdin' back the dark force so long, call me Kenobi Thinkin' I just gotta force this song when I get lonely Take advantage, say you'll hold me close but never show me Someone told me you can only disguise and be pretend The tears manifest sometimes my only friend You'll never see them again, they hide behind a mask Thinkin' you're winnin' with all of your grinning but I got the last laugh   I can lie to you and tell you I can't get you out my head But I'm lovin' watching you think you're controlling me instead, singin'   There's another side that you don't know, you don't know I can't wait to get you all alone, all alone Once I'm in, there ain't no letting go, letting go Watch me turn your mind into my home    Ooh, ooh, ooh Mind-mind games until you lose control Ooh, ooh, ooh Mind-mind games until you lose control  9Embed"
La Vie En Rose,Emily Watts,in love,"Hold me close and hold me fast The magic spell you cast This is ""La vie en rose"" When you kiss me, heaven sighs And though I close my eyes I see ""La vie en rose""   When you press me to your heart I'm in a world apart A world where roses bloom And when you speak, angels sing from above Everyday words seem to turn into love songs Give your heart and soul to me And life will always be ""La vie en rose""You might also likeEmbed"
Morning Coffee,Chevy,in love,"Oh I woke up with a headache I think I might have slept late last night Put my face into my pillow Saying sorry I will make notes I will fix my sleep schedule tonight   Oh-uh-oh, I might Oh-uh-oh, I'll try But now I just need to wipe the sleep out of my eyes Oh-uh-oh, I know Oh-uh-oh, I won't Make it out of my bed if I keep biding my time  I just need some coffee in the morning No sugar or tea 'Cause I can feel my eyelids falling They're trying to sleep But if I take a sip of caffeine Then surely I'll be Awake until the evening Until we go back to sleep   Now I'm waiting, water's boiling Half-asleep I'm swaying left and right But suddenly the rich aromas Drift up to my face and now I'm thinking Am I gonna stay awake today?   I just need some coffee in the morning No sugar or tea 'Cause I can feel my eyelids falling They’re trying to sleep But if I take a sip of caffeine Then surely I'll be Awake until the evening Until we go back to sleepYou might also likeEmbed"
Butterflies,Johnny Stimson,in love,"I guess I'm going through a phase I'm feeling kinda low I never leave the house but I'm not home Can't tell if I'm awake, or living in a dream A caterpillar drifting down a stream And I just wanna fly away But I can't seem to get my feet up off the ground Everything is turning upside down   Maybe we're just butterflies, butterflies Going through a chrysalis  Don't you ever wonder why, wonder why We've been going through all this Maybe there's a cocoon around the world And we're all dying just to break through 'Cause we'll be butterflies, butterflies Brand new La la la la  My consciousness is just a state of mind I meditate to metamorphosize I needed change, I shifted paradigms Go to Hawaii, get a whole new life 'Cause I feel the breeze just like a second wind Underneath my wings and I'm alive again Seeing everything through a new lens   Maybe we're just butterflies, butterflies Going through a chrysalis  Don't you ever wonder why, wonder why We've been going through all this Maybe there's a cocoon around the world And we're all dying just to break through 'Cause we'll be butterflies, butterflies Brand new   La la la la la la la Going through a chrysalis La la la la la la la We won't even remember this    You might also like Maybe we're just butterflies, butterflies Oh, we'll be butterflies Butterflies, butterflies Brand new1Embed"
All I Need,Lloyd,in love,"Oh shit, oh shit It's another hit, get up on it I'm so horny and I want it So get up on this, get up on the dick   I want you to know how deep my love goes I ain't gotta a lot of time, no speech, just follow Some tricks in and up my sleeve at the magic show Got your body on top of me, all around, in and out you go These stars come from within before I knew your name I was curious, do you know if you feel the same? And to see a smile on your face I'll do almost anything Serious, girl, I don't play no games  I wanna take you out, freak you out, bust my gun and take the charge As long as you say my name every time I break you off, girl I'll   Give you what you want 'Cause your love is all I need I'ma turn you on With all the things I do Girl, you're made for me 'Cause your love is all I need And you gon' make that sound From all the things we do   Take a break as we escape to my Decatur loft Girl, you're wet as a dream and I'm ready to break you off I switched up my routine to something you never saw I'ma make you scream all night long When I look into your eyes, I know it's real Spend my whole life tryna find a way to show you how I feel You're the only one on my mind and you know the deal Make you feel alright, girl, you know I will   I wanna take you out, freak you out, bust my gun and take the charge As long as you say my name every time I break you off, girl I'll You might also like Give you what you want 'Cause your love is all I need I'ma turn you on With all the things I do Girl, you're made for me 'Cause your love is all I need And you gon' make that sound From all the things we do   Oh shit, oh shit It's another hit, get up on it I'm so horny and I want it So get up on this, get up on the dick   I wanna take you out, freak you out, bust my gun and take the charge As long as you say my name every time I break you off, girl I'll—7Embed"
